1,19
2,12
3,12
4,31
5,5
6,17
7,6
8,7
9,2
10,2
11,13
12,4
13,10
14,2
15,39
16,38
17,39
18,40
19,2
20,8
21,23
22,5
23,8
24,17
25,13
26,14
27,4
28,1
29,8
30,6
31,7
32,3
33,3
34,2
35,2
36,5
37,5
38,2
39,49
40,2
41,2
42,2
43,17
44,18
45,2
46,2
47,2
48,2
49,49
50,49
51,49
52,34
53,34
54,34
55,12
56,14
57,34
58,66
59,63
60,64
61,37
62,1
63,1
64,106
65,49
66,77
67,56
68,54
69,52
70,51
71,57
72,58
73,10
74,10
75,10
76,9
77,10
78,52
79,55
80,168
81,172
82,152
83,122
84,36
85,4
86,4
87,5
88,55
89,54
90,124
91,3
92,4
93,84
94,84
95,54
96,54
97,8
98,1
99,0
100,46
101,22
102,21
103,23
104,20
105,20
106,23
107,23
108,23
109,22
110,21
111,21
112,19
113,21
114,18
115,67
116,20
117,5
118,19
119,47
120,48
121,48
122,46
123,21
124,22
125,22
126,21
127,22
128,49
129,23
130,23
131,49
132,49
133,49
134,49
135,49
136,49
137,9
138,12
139,7
140,12
141,6
142,278
143,22
144,14
145,16
146,15
147,22
148,402
149,204
150,13
151,19
152,164
153,172
154,219
155,87
156,85
157,64
158,62
159,62
160,51
161,53
162,115
163,278
164,70
165,24
166,24
167,183
168,278
169,278
170,110
171,11
172,9
173,78
174,120
175,278
176,82
177,278
178,278
179,278
180,278
181,57
182,90
183,22
184,40
185,100
186,119
187,116
188,119
189,149
190,278
191,278
192,278
193,278
194,47
195,47
196,99
197,95
198,49
199,54
200,56
201,55
202,57
203,57
204,100000
