1,154
2,97
3,97
4,249
5,43
6,132
7,50
8,60
9,19
10,19
11,3
12,1
13,2
14,1
15,10
16,10
17,10
18,10
19,1
20,2
21,6
22,1
23,2
24,4
25,3
26,3
27,1
28,0
29,2
30,1
31,2
32,1
33,1
34,1
35,1
36,1
37,1
38,0
39,12
40,1
41,1
42,1
43,4
44,5
45,0
46,0
47,0
48,1
49,12
50,12
51,12
52,68
53,68
54,68
55,25
56,27
57,68
58,133
59,127
60,127
61,74
62,1
63,1
64,212
65,99
66,154
67,111
68,108
69,103
70,103
71,115
72,116
73,20
74,20
75,19
76,19
77,20
78,104
79,109
80,337
81,343
82,303
83,245
84,73
85,7
86,8
87,10
88,111
89,108
90,248
91,6
92,9
93,169
94,169
95,108
96,108
97,15
98,2
99,1
100,11
101,5
102,5
103,6
104,5
105,5
106,6
107,6
108,6
109,5
110,5
111,5
112,5
113,5
114,4
115,17
116,5
117,1
118,5
119,12
120,12
121,12
122,12
123,5
124,5
125,6
126,5
127,5
128,12
129,6
130,6
131,12
132,12
133,12
134,12
135,12
136,12
137,788
138,1112
139,615
140,1122
141,554
142,139
143,6
144,4
145,4
146,4
147,5
148,101
149,102
150,3
151,5
152,41
153,43
154,109
155,22
156,21
157,16
158,15
159,16
160,13
161,13
162,29
163,151
164,18
165,6
166,6
167,46
168,111
169,137
170,27
171,3
172,2
173,20
174,30
175,61
176,20
177,70
178,140
179,100
180,113
181,14
182,22
183,5
184,10
185,25
186,30
187,29
188,30
189,37
190,70
191,70
192,72
193,140
194,12
195,12
196,25
197,24
198,12
199,13
200,14
201,14
202,14
203,14
204,0
