2,1,1,25
2,1,2,26
2,1,3,7
2,1,4,53
2,1,5,0
2,1,6,20
2,1,7,0
2,1,8,37
2,2,1,20
2,2,2,45
2,2,3,6
2,2,4,51
2,2,5,0
2,2,6,5
2,2,7,0
2,2,8,41
2,3,1,26
2,3,2,15
2,3,3,0
2,3,4,61
2,3,5,0
2,3,6,36
2,3,7,0
2,3,8,30
2,4,1,35
2,4,2,14
2,4,3,0
2,4,4,56
2,4,5,0
2,4,6,39
2,4,7,0
2,4,8,24
2,5,1,21
2,5,2,49
2,5,3,2
2,5,4,54
2,5,5,0
2,5,6,7
2,5,7,0
2,5,8,35
2,6,1,18
2,6,2,30
2,6,3,0
2,6,4,69
2,6,5,0
2,6,6,9
2,6,7,0
2,6,8,42
2,7,1,38
2,7,2,9
2,7,3,0
2,7,4,52
2,7,5,0
2,7,6,38
2,7,7,0
2,7,8,31
2,8,1,29
2,8,2,10
2,8,3,0
2,8,4,49
2,8,5,5
2,8,6,47
2,8,7,0
2,8,8,28
2,9,1,44
2,9,2,6
2,9,3,0
2,9,4,41
2,9,5,8
2,9,6,45
2,9,7,0
2,9,8,24
2,10,1,59
2,10,2,0
2,10,3,0
2,10,4,17
2,10,5,23
2,10,6,39
2,10,7,0
2,10,8,30
2,11,1,64
2,11,2,1
2,11,3,0
2,11,4,16
2,11,5,14
2,11,6,44
2,11,7,0
2,11,8,29
2,12,1,54
2,12,2,0
2,12,3,0
2,12,4,10
2,12,5,37
2,12,6,42
2,12,7,0
2,12,8,25
2,13,1,55
2,13,2,0
2,13,3,0
2,13,4,23
2,13,5,36
2,13,6,21
2,13,7,0
2,13,8,33
2,14,1,47
2,14,2,0
2,14,3,0
2,14,4,2
2,14,5,53
2,14,6,31
2,14,7,0
2,14,8,35
2,15,1,40
2,15,2,0
2,15,3,0
2,15,4,0
2,15,5,53
2,15,6,31
2,15,7,0
2,15,8,44
2,16,1,33
2,16,2,0
2,16,3,0
2,16,4,0
2,16,5,51
2,16,6,25
2,16,7,0
2,16,8,59
2,17,1,42
2,17,2,0
2,17,3,0
2,17,4,0
2,17,5,53
2,17,6,37
2,17,7,0
2,17,8,36
2,18,1,34
2,18,2,2
2,18,3,0
2,18,4,27
2,18,5,48
2,18,6,22
2,18,7,0
2,18,8,35
2,19,1,48
2,19,2,0
2,19,3,0
2,19,4,0
2,19,5,54
2,19,6,25
2,19,7,0
2,19,8,41
2,20,1,53
2,20,2,0
2,20,3,0
2,20,4,8
2,20,5,52
2,20,6,26
2,20,7,0
2,20,8,29
2,21,1,12
2,21,2,22
2,21,3,15
2,21,4,24
2,21,5,31
2,21,6,24
2,21,7,4
