2,1,15268.0
2,2,18209.0
2,3,20398.0
2,4,16583.0
2,5,10903.0
2,6,12594.0
2,7,23649.0
2,8,14037.0
9,1,15268.0
9,2,18209.0
9,3,20398.0
9,4,16583.0
9,5,10903.0
9,6,12594.0
9,7,23649.0
9,8,14037.0
10,1,11957.0
10,2,15269.0
10,3,25798.0
10,4,19736.0
10,5,13750.0
10,6,16608.0
10,7,22127.0
10,8,18006.0
11,1,15881.0
11,2,12870.0
11,3,22115.0
11,4,18369.0
11,5,25452.0
11,6,19942.0
11,7,17099.0
11,8,14500.0
12,1,11957.0
12,2,15269.0
12,3,25798.0
12,4,19736.0
12,5,13750.0
12,6,16608.0
12,7,22127.0
12,8,18006.0
13,1,15881.0
13,2,12870.0
13,3,22115.0
13,4,18369.0
13,5,25452.0
13,6,19942.0
13,7,17099.0
13,8,14500.0
