1,1,13797
1,2,13560
1,3,13121
1,4,13134
1,5,13144
1,6,12970
1,7,13063
1,8,13152
1,9,13566
1,10,13980
1,11,14627
1,12,14890
1,13,14972
1,14,14826
1,15,14704
1,16,14866
1,17,16010
1,18,17138
1,19,16941
1,20,16458
1,21,15934
1,22,15181
1,23,14182
1,24,13098
1,25,12512
1,26,12195
1,27,12227
1,28,12241
1,29,12102
1,30,12191
1,31,12412
1,32,13090
1,33,14111
1,34,15017
1,35,15622
1,36,15870
1,37,15915
1,38,15771
1,39,15693
1,40,15802
1,41,17034
1,42,18250
1,43,18163
1,44,17707
1,45,17213
1,46,16399
1,47,15425
1,48,14263
1,49,13497
1,50,13111
1,51,13059
1,52,12916
1,53,12751
1,54,13057
1,55,13528
1,56,13848
1,57,14746
1,58,15648
1,59,16272
1,60,16645
1,61,16778
1,62,16706
1,63,16593
1,64,17026
1,65,18171
1,66,19307
1,67,19068
1,68,18464
1,69,17676
1,70,16565
1,71,15448
1,72,14346
1,73,13863
1,74,14001
1,75,13770
1,76,13652
1,77,14107
1,78,14900
1,79,15904
1,80,16950
1,81,17138
1,82,17204
1,83,17258
1,84,17243
1,85,17130
1,86,16969
1,87,16783
1,88,16928
1,89,18038
1,90,19503
1,91,19526
1,92,19079
1,93,18375
1,94,17219
1,95,15862
1,96,14995
1,97,14261
1,98,14122
1,99,14195
1,100,13929
1,101,14242
1,102,14711
1,103,16141
1,104,17336
1,105,17473
1,106,17531
1,107,17606
1,108,17587
1,109,17473
1,110,17348
1,111,17150
1,112,17152
1,113,18212
1,114,19524
1,115,19506
1,116,19052
1,117,18331
1,118,17120
1,119,15531
1,120,14244
1,121,13983
1,122,13844
1,123,13728
1,124,13700
1,125,13819
1,126,14312
1,127,16011
1,128,17222
1,129,17276
1,130,17221
1,131,17250
1,132,17168
1,133,16971
1,134,16949
1,135,16917
1,136,16806
1,137,17967
1,138,19415
1,139,19410
1,140,18984
1,141,18289
1,142,17138
1,143,15540
1,144,14247
1,145,13605
1,146,13355
1,147,13501
1,148,13494
1,149,13603
1,150,14094
1,151,15949
1,152,17116
1,153,17199
1,154,17183
1,155,17101
1,156,16970
1,157,16690
1,158,16544
1,159,16574
1,160,16590
1,161,17424
1,162,18818
1,163,18819
1,164,18421
1,165,17803
1,166,16697
1,167,15403
1,168,14057
1,169,13426
1,170,13184
1,171,13222
1,172,13424
1,173,13420
1,174,13989
1,175,15649
1,176,16932
1,177,17237
1,178,17346
1,179,17416
1,180,17328
1,181,17158
1,182,17062
1,183,16903
1,184,16965
1,185,17882
1,186,18964
1,187,18718
1,188,18182
1,189,17575
1,190,16703
1,191,15510
1,192,14289
1,193,13460
1,194,13539
1,195,13358
1,196,12980
1,197,12998
1,198,13048
1,199,13881
1,200,14690
1,201,15662
1,202,16307
1,203,16559
1,204,16483
1,205,16230
1,206,15920
1,207,15695
1,208,15807
1,209,16899
1,210,18318
1,211,18289
1,212,17880
1,213,17393
1,214,16715
1,215,15714
1,216,14691
1,217,13900
1,218,13680
1,219,14087
1,220,13881
1,221,13950
1,222,14306
1,223,14751
1,224,14829
1,225,15607
1,226,16227
1,227,16487
1,228,16549
1,229,16495
1,230,16240
1,231,16049
1,232,16119
1,233,17279
1,234,18784
1,235,18784
1,236,18340
1,237,17738
1,238,16656
1,239,15319
1,240,14166
1,241,13532
1,242,13614
1,243,13496
1,244,13730
1,245,13816
1,246,14737
1,247,16801
1,248,17973
1,249,18074
1,250,18009
1,251,17981
1,252,17824
1,253,17544
1,254,17346
1,255,17088
1,256,17148
1,257,18177
1,258,19546
1,259,19495
1,260,18998
1,261,18223
1,262,16976
1,263,15429
1,264,14436
1,265,14044
1,266,14059
1,267,14002
1,268,13974
1,269,14288
1,270,14895
1,271,16038
1,272,17237
1,273,17327
1,274,17344
1,275,17396
1,276,17350
1,277,17134
1,278,16936
1,279,16794
1,280,16891
1,281,17892
1,282,19423
1,283,19531
1,284,19146
1,285,18465
1,286,17359
1,287,15910
1,288,14587
1,289,14205
1,290,14035
1,291,14127
1,292,14200
1,293,14331
1,294,15043
1,295,16884
1,296,18145
1,297,18271
1,298,18214
1,299,18187
1,300,18035
1,301,17774
1,302,17706
1,303,17506
1,304,17642
1,305,18493
1,306,19675
1,307,19531
1,308,19118
1,309,18348
1,310,17126
1,311,15544
1,312,14590
1,313,13776
1,314,13807
1,315,13959
1,316,13969
1,317,14271
1,318,14582
1,319,16299
1,320,17537
1,321,17615
1,322,17506
1,323,17400
1,324,17176
